,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
Saiyan.mp3,0.566888,0.28754985,0.331888,0.2989818,0.25670925,0.31161904,0.27060586,0.5060181,0.28361037,0.35555732,0.40262625,0.34644386
Sakhiyaan.mp3,0.20148796,0.48461896,0.23022933,0.1505831,0.22230066,0.25818524,0.27265513,0.14511012,0.2939505,0.32834783,0.1863485,0.35228235
Sal y Perrea.mp3,0.3235831,0.28589138,0.4708593,0.43497252,0.27018362,0.2894803,0.2997504,0.40939113,0.30208868,0.37508145,0.33720267,0.23037836
Salimo de Noche.mp3,0.2047239,0.46576074,0.2539898,0.3659357,0.51443726,0.24719715,0.35811734,0.24551497,0.4316077,0.3395965,0.16813867,0.1804218
Salt.mp3,0.23214713,0.29482427,0.2546473,0.44485092,0.25875214,0.33114657,0.3805154,0.27624598,0.42248446,0.29654294,0.3976638,0.28152496
Samba de Malandro.mp3,0.40563795,0.29827076,0.17966436,0.19810136,0.14281033,0.26641232,0.21242349,0.399859,0.48509523,0.25424737,0.32416674,0.24249624
Sand In My Boots.mp3,0.15448126,0.107422866,0.19691849,0.23998922,0.15487038,0.42825738,0.22316454,0.33862117,0.24746758,0.2013878,0.56799525,0.1695084
Sand Monkey.mp3,0.5204707,0.5336864,0.61555463,0.5190708,0.508784,0.49894077,0.46145022,0.5434977,0.63451517,0.6175777,0.60302025,0.59580755
Satellite.mp3,0.5856803,0.19562386,0.07745907,0.111467674,0.36673155,0.4718342,0.2669732,0.33898717,0.10626209,0.08768049,0.088142864,0.38345876
Satu Rasa Cinta.mp3,0.33539453,0.34097144,0.31342828,0.28468597,0.30223554,0.3411195,0.33121413,0.31832287,0.3187697,0.3549581,0.32603073,0.31065235
Saturn.mp3,0.22850142,0.370213,0.2306894,0.47014317,0.200386,0.22337103,0.31475836,0.22378618,0.4121224,0.18862444,0.2232023,0.1351562
Savage.mp3,0.2941376,0.49991748,0.43688402,0.44041392,0.35816765,0.35691053,0.39209658,0.33235788,0.2682587,0.2868292,0.45787072,0.3316307
Save Me The Trouble.mp3,0.18162118,0.23293737,0.16458148,0.3433281,0.36044434,0.17744567,0.30021667,0.24136111,0.37478602,0.20421363,0.19695707,0.44392726
Save Me.mp3,0.40840656,0.21619686,0.2659259,0.25425777,0.40939644,0.23669769,0.15694381,0.21226749,0.18162802,0.31507137,0.22583504,0.389658
Save Your Tears.mp3,0.63816637,0.30207187,0.24912222,0.27716503,0.42313373,0.2491218,0.256646,0.3922786,0.24777207,0.2713639,0.27079883,0.46470222
Saving Up - Odd Mob Remix.mp3,0.44410795,0.3941147,0.39666402,0.35415682,0.38215163,0.44136053,0.62598276,0.5212034,0.42651826,0.48568445,0.53418905,0.5951557
Say It Right.mp3,0.34037548,0.5628332,0.35724503,0.3147781,0.38387287,0.41273588,0.6408526,0.5434465,0.5434808,0.59607524,0.4034566,0.36538002
Say It.mp3,0.20251064,0.31818783,0.3666645,0.19331081,0.32996348,0.25166214,0.4173078,0.31561995,0.32740414,0.45366156,0.22966714,0.23268074
SAY MY GRACE (feat. Travis Scott).mp3,0.4968306,0.4397555,0.3510806,0.28443772,0.3076672,0.49567288,0.35407588,0.29431435,0.33887303,0.4542892,0.8002665,0.6385932
Say My Name (feat. Bebe Rexha & J Balvin) - Corey James Remix.mp3,0.5651093,0.43524492,0.35872594,0.3093179,0.3329585,0.5036485,0.46936497,0.37336174,0.30999362,0.3086364,0.40592426,0.373331
Say Something.mp3,0.059618752,0.185068,0.8055522,0.20663263,0.16662946,0.094238065,0.14683688,0.08692582,0.0938195,0.27651373,0.11570277,0.14823167
Scared to Be Lonely.mp3,0.23478876,0.3832552,0.2502645,0.44090375,0.4495912,0.16260725,0.1529303,0.17414515,0.31159335,0.1721913,0.19169149,0.33038443
Scream & Shout.mp3,0.29568326,0.272146,0.46282735,0.31406462,0.33430943,0.40528792,0.49788147,0.74469507,0.39833784,0.38126242,0.35186148,0.31142682
Se Grita.mp3,0.25558415,0.53454584,0.36042112,0.15044834,0.19906966,0.2019305,0.35812464,0.23632014,0.39884385,0.5106499,0.2794828,0.33129933
Se Le Ve.mp3,0.46441996,0.3629959,0.43388882,0.43328252,0.50344044,0.37110445,0.32245314,0.3666035,0.3922684,0.51219803,0.4914402,0.48353946
Se Te Nota (with Guaynaa).mp3,0.44825056,0.31601712,0.25555,0.20920058,0.25833443,0.39169306,0.3259216,0.38307297,0.38687068,0.32228968,0.40114823,0.3975269
Search Bar.mp3,0.31410998,0.16839568,0.35813478,0.21497524,0.344766,0.1673942,0.12856323,0.3844362,0.18912983,0.22306998,0.1584376,0.3062372
SEDA.mp3,0.15017517,0.259476,0.37512785,0.26018077,0.39491552,0.24201864,0.3766428,0.14991353,0.22296348,0.33516294,0.20201562,0.32811645
See You Again (feat. Charlie Puth).mp3,0.34280935,0.16072913,0.22228192,0.101834685,0.105122544,0.3709758,0.13315868,0.16995044,0.08113314,0.17312431,0.43786716,0.17062943
See You Dance - Radio Edit.mp3,0.3892185,0.38136002,0.49296725,0.48356467,0.43898883,0.4761096,0.60048395,0.8128042,0.71005404,0.5921446,0.5043073,0.43820676
Self Care.mp3,0.22498442,0.22975558,0.35778344,0.1947689,0.23250952,0.32228062,0.3737009,0.44437698,0.28635904,0.6487434,0.36649954,0.14800008
Self Love (Spider-Man_ Across the Spider-Verse) (Metro Boomin & Coi Leray).mp3,0.41413695,0.375101,0.3188827,0.2710707,0.3284062,0.20233783,0.38121814,0.19408113,0.29442373,0.6200161,0.4435818,0.5156946
Selfish.mp3,0.34562123,0.5132199,0.34570196,0.40523672,0.28921434,0.46455705,0.5858931,0.34430414,0.3821174,0.2973412,0.48835585,0.38666493
Semangat Kerjanya Kawan.mp3,0.24621522,0.32131267,0.28034493,0.41861936,0.32749477,0.2503026,0.31868455,0.2550444,0.39093533,0.26152787,0.34838474,0.3853985
Send My Love (To Your New Lover).mp3,0.28454953,0.3041229,0.4932568,0.36765078,0.310293,0.3798157,0.51910895,0.39477676,0.27017075,0.28665167,0.28837317,0.3825312
Sent Gamkauwa.mp3,0.26062423,0.4447958,0.22798327,0.2890539,0.3789855,0.24611281,0.46594027,0.26112166,0.47826403,0.5008857,0.30097637,0.3266559
Set Fire to the Rain.mp3,0.35333067,0.20248824,0.3122182,0.24659467,0.48734733,0.5687436,0.23739314,0.29290918,0.16381493,0.24794672,0.21202286,0.23036458
Set Me Free Pt.2.mp3,0.6283019,0.38243318,0.4009627,0.3629353,0.26754606,0.34867162,0.38492662,0.60327923,0.43889388,0.29404816,0.2823285,0.41512668
SET ME FREE.mp3,0.46217966,0.3472688,0.36081004,0.32408255,0.26635042,0.34268516,0.3343667,0.4174402,0.33649245,0.3308676,0.42164177,0.3843094
Seven (feat. Latto).mp3,0.28005475,0.4251966,0.25543523,0.3156181,0.29967904,0.2506065,0.27350432,0.25823277,0.3891383,0.26188698,0.26874724,0.39650208
SEVILLA.mp3,0.46942896,0.31624755,0.41381592,0.30049336,0.4212498,0.4129905,0.27318758,0.27578095,0.32796657,0.6094888,0.29628828,0.24449472
Sex Music.mp3,0.43740916,0.3457823,0.6440583,0.4397239,0.3981043,0.3952233,0.25878906,0.290241,0.16146795,0.25501245,0.28659713,0.22048481
Sex Sounds.mp3,0.3781452,0.2370177,0.21601246,0.44672415,0.19786528,0.31881145,0.1764083,0.32659665,0.47431952,0.25307468,0.39162314,0.22729029
"Sex, Drugs, Etc..mp3",0.41430116,0.2535322,0.28690636,0.25867108,0.4251959,0.24842806,0.42026806,0.57094926,0.32434237,0.4267617,0.2946678,0.46819866
Sexo Virtual.mp3,0.23507622,0.1656265,0.3461383,0.37311423,0.16339841,0.18919569,0.17855065,0.4455233,0.41570207,0.2225702,0.3021093,0.14790335
Sexy to Someone.mp3,0.3760611,0.22458597,0.30227762,0.3284096,0.23515967,0.2614392,0.22792779,0.3446581,0.42996037,0.35931462,0.46695027,0.33581582
Seya.mp3,0.4186205,0.39223906,0.30650008,0.36659905,0.3164325,0.4631412,0.4060006,0.34069103,0.37474915,0.3635683,0.4281111,0.32285237
Sezen Aksu.mp3,0.29745033,0.33305672,0.40623233,0.19471209,0.236231,0.15199472,0.21254294,0.3738139,0.22128232,0.1507025,0.16059195,0.34506667
Shadow.mp3,0.22767568,0.29193988,0.5158451,0.31675586,0.25140387,0.27496248,0.33784202,0.34951007,0.3071507,0.4775717,0.37627444,0.23474601
Shaitan Ka Saala.mp3,0.24306706,0.24733505,0.34822053,0.3106132,0.3713035,0.5884521,0.4930374,0.71476233,0.40660682,0.29777378,0.36074784,0.33636582
Shake It Off.mp3,0.4541293,0.45675096,0.56948346,0.3902193,0.34712934,0.3727486,0.42173892,0.46495706,0.32424152,0.42231414,0.4567198,0.50401604
"Shakira_ Bzrp Music Sessions, Vol. 53.mp3",0.2811766,0.25964072,0.46677992,0.26794347,0.30461627,0.3528653,0.19839138,0.27153403,0.22359373,0.44680592,0.3370314,0.21351555
Shaky Shaky.mp3,0.40286842,0.41545734,0.56462896,0.48821893,0.27044645,0.1884114,0.30733246,0.25679094,0.22563857,0.2610338,0.2782164,0.42139417
Shallow.mp3,0.24974887,0.23846117,0.51247615,0.17293023,0.2566185,0.16419911,0.21715654,0.35185713,0.1544291,0.16856748,0.13840018,0.29836905
Shameless.mp3,0.19444355,0.16652519,0.19681074,0.17317796,0.36277756,0.12785093,0.16365615,0.2546648,0.21343929,0.33603394,0.20144299,0.24389708
Sharing Locations (feat. Lil Baby & Lil Durk).mp3,0.30840662,0.35156098,0.4930645,0.5668156,0.5508456,0.54388195,0.45217356,0.3332165,0.26564667,0.30775586,0.46142015,0.35345155
Sharks.mp3,0.41155472,0.3794853,0.28780884,0.36361837,0.39936313,0.4576425,0.32788423,0.25256443,0.2535879,0.3279953,0.47304824,0.34605038
She Don't Know (From _She Don't Know_).mp3,0.1760032,0.29275793,0.18149856,0.43037713,0.29805794,0.16869499,0.31567606,0.22704552,0.49650386,0.18110734,0.16467254,0.25295126
She Got the Best of Me.mp3,0.26172483,0.43704167,0.276031,0.41119668,0.287899,0.2745613,0.5790287,0.29320285,0.29052496,0.2146523,0.28889316,0.44002384
SHEESH.mp3,0.18190466,0.2844561,0.49463883,0.23159488,0.25062886,0.24998014,0.20203762,0.2562045,0.2771787,0.54657835,0.3531658,0.18421336
Shellfish cumbia.mp3,0.46697754,0.5566709,0.5540161,0.60072404,0.57507515,0.59543896,0.5263022,0.47532624,0.48497388,0.4134625,0.3454066,0.39508346
Sher Khul Gaye (From _Fighter_).mp3,0.59277344,0.3880255,0.36110124,0.37025112,0.3104687,0.37863722,0.33740047,0.48464304,0.33329278,0.3741113,0.48275596,0.4190876
Shiver - Cassian Remix.mp3,0.15414025,0.13874777,0.15092023,0.22693165,0.52089417,0.27172956,0.4652321,0.39532995,0.25568452,0.37424338,0.23772173,0.38487127
Shoong! (feat. LISA of BLACKPINK).mp3,0.26739722,0.25611565,0.3740255,0.2950458,0.44588014,0.35889277,0.41775417,0.41126907,0.37929943,0.41455254,0.35647008,0.35546175
Shoota (feat. Lil Uzi Vert).mp3,0.22779717,0.46649534,0.20088063,0.27397418,0.43430582,0.20227128,0.221508,0.19388032,0.4748324,0.13794972,0.09880648,0.262859
Shotgun.mp3,0.39315617,0.24013068,0.28496465,0.20671275,0.37497333,0.52238387,0.31997395,0.39488763,0.23144665,0.3353295,0.26716885,0.22981822
Shotta Flow (feat. Blueface) - Remix.mp3,0.38715833,0.47852126,0.59434056,0.3920239,0.34258938,0.30660126,0.24397394,0.23216558,0.25388756,0.42675287,0.318942,0.33943358
Shotta Flow.mp3,0.31498682,0.3994717,0.5802215,0.38915855,0.33456764,0.3047008,0.26790965,0.23532979,0.25016817,0.4338906,0.31540427,0.29832822
should've wore a bonnet.mp3,0.29947358,0.25453782,0.41351083,0.31990892,0.45776406,0.3679126,0.40595797,0.3347797,0.25785014,0.39351192,0.32897705,0.4427843
Show Me How.mp3,0.4082463,0.23165925,0.34219465,0.20643377,0.3725192,0.33099735,0.2526915,0.3408136,0.2614848,0.53761643,0.33496952,0.353542
Show Time.mp3,0.5531234,0.36192843,0.3558176,0.33034816,0.39254403,0.38362142,0.31830317,0.40321124,0.3451764,0.37789842,0.48433086,0.47871447
Shut Up and Dance.mp3,0.40827432,0.6601477,0.3367442,0.34733748,0.25077915,0.3325365,0.29736874,0.3174435,0.54567915,0.35443348,0.31105298,0.27502576
Shut up My Moms Calling.mp3,0.2930279,0.20419998,0.40580484,0.36799866,0.47343042,0.2180087,0.12369503,0.1759539,0.18990085,0.24837287,0.14861707,0.36069584
Si Estuviesemos Juntos.mp3,0.17017554,0.28904024,0.1192222,0.31620714,0.31972933,0.16289067,0.33096266,0.18767521,0.4180393,0.27056,0.15219656,0.27817842
Si Fuera Facil.mp3,0.24900423,0.22920725,0.41616926,0.34749064,0.23588409,0.3872222,0.28400573,0.27095294,0.1965925,0.35678595,0.5129694,0.23556143
Si La Calle Llama - Remix.mp3,0.112239495,0.11981871,0.15519647,0.27587855,0.14530589,0.3043103,0.28763154,0.16478772,0.32937443,0.26781642,0.6050689,0.33497396
SI SABE FERXXO.mp3,0.30236343,0.38867095,0.30681616,0.4302822,0.37564915,0.2812946,0.26419008,0.28058332,0.44191772,0.33387223,0.53466874,0.52814823
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V).mp3",0.32908398,0.46224168,0.3119846,0.18608353,0.26178813,0.20709382,0.28935656,0.1774066,0.32798874,0.3572619,0.22644894,0.4690459
Si Supieras.mp3,0.2797062,0.14403372,0.3466108,0.20903093,0.42363906,0.48711276,0.20045592,0.22573195,0.13475342,0.2423484,0.123663306,0.23794362
Si Te La Encuentras Por Ahi.mp3,0.19356118,0.29139262,0.17960998,0.368874,0.26109535,0.22188257,0.32404807,0.23706754,0.53836405,0.21046965,0.4142918,0.43212542
Sial.mp3,0.180298,0.0911059,0.26189485,0.25281304,0.22024274,0.34264255,0.1287572,0.31179467,0.120805755,0.22055404,0.44792742,0.16412362
Siempre Pendientes.mp3,0.38089007,0.34239691,0.40135348,0.25308597,0.32054627,0.46507028,0.40885383,0.33838308,0.25638407,0.4188579,0.37250662,0.2607993
Sigue.mp3,0.27813247,0.5616906,0.40220156,0.229805,0.18071942,0.26028436,0.5558767,0.24388352,0.3506742,0.3624381,0.22840208,0.35525164
Silent Hill.mp3,0.25039685,0.37303433,0.22341973,0.4000212,0.392301,0.3682706,0.24179025,0.23171823,0.46849453,0.21728997,0.20364542,0.1978551
Sin Querer.mp3,0.4606051,0.24055703,0.3435615,0.18628259,0.25617012,0.19182472,0.17172803,0.26552454,0.17840649,0.28143677,0.24261722,0.31157073
SIN SENAL.mp3,0.19745427,0.32988384,0.38168755,0.18963176,0.29492694,0.1896115,0.3632281,0.3249953,0.19946192,0.2650171,0.17963807,0.3574882
Sin Tanto Royo.mp3,0.51106924,0.2908442,0.22599204,0.29065955,0.23196924,0.3224545,0.24032544,0.4532482,0.49438348,0.28730637,0.31442153,0.32588807
Singapur.mp3,0.32000646,0.38192037,0.66140527,0.48919007,0.35118207,0.30076942,0.3224543,0.2896659,0.33539543,0.45868784,0.36071527,0.3236079
Single Again.mp3,0.40233922,0.31010443,0.44568098,0.49655908,0.406107,0.426677,0.42343807,0.47021097,0.50034076,0.5198318,0.6157286,0.49074277
Sip (Alcohol).mp3,0.48911822,0.48312086,0.28002983,0.39015672,0.36399782,0.5085152,0.43097165,0.4577191,0.46482363,0.32699728,0.38236457,0.281889
SIRENS.mp3,0.35806587,0.2642858,0.3709501,0.30176184,0.65537405,0.4800135,0.32832786,0.2525085,0.34671038,0.36016244,0.18672533,0.35705614
Sittin' On Top Of The World (feat. 21 Savage).mp3,0.4535817,0.5365546,0.42280596,0.45637318,0.3706545,0.36875665,0.27997926,0.30288917,0.4407976,0.45669863,0.54782623,0.4010307
Skate.mp3,0.4916331,0.37592027,0.36935332,0.28682876,0.47364855,0.40778,0.29541627,0.41089624,0.3433022,0.48786893,0.32169455,0.309532
SkeeYee.mp3,0.7008562,0.5130514,0.29595932,0.24817336,0.35842183,0.52234423,0.48594746,0.46486363,0.35066077,0.28646097,0.25379053,0.35819525
SKEU SKEU (feat. wilsko & 7ia).mp3,0.4209222,0.27585146,0.4376706,0.34660107,0.4866241,0.2123418,0.29618216,0.33520806,0.22517033,0.32019013,0.25651777,0.41346717
Skibidi Toilet.mp3,0.20006165,0.41170368,0.33453238,0.24536681,0.31829715,0.2754401,0.34125778,0.328641,0.44608214,0.4421863,0.22985786,0.1701953
Skibidi.mp3,0.6300248,0.5149957,0.41886008,0.39221543,0.39097318,0.43945393,0.37807572,0.38945663,0.46770844,0.65431064,0.7657494,0.73304856
Skin and Bones.mp3,0.18120036,0.36404675,0.22686262,0.54854697,0.40452093,0.308185,0.45609376,0.21306202,0.32347065,0.16290632,0.24082099,0.20104125
Skin de Bandida.mp3,0.28157562,0.26713303,0.48230392,0.47411197,0.3704079,0.24287967,0.19687754,0.34458685,0.21605662,0.3621846,0.3146698,0.22304526
SKITZO (feat. Young Thug).mp3,0.51321405,0.23522218,0.25494635,0.3469082,0.28390336,0.39951554,0.27674362,0.47437382,0.2867285,0.29245263,0.32719466,0.3061908
SLAY!.mp3,0.49044204,0.44893602,0.26323643,0.19019651,0.3075883,0.66166914,0.2708607,0.26203763,0.26994872,0.20969924,0.26334235,0.30299702
Slide (feat. Frank Ocean & Migos).mp3,0.16395953,0.48384646,0.13777918,0.2395604,0.29411843,0.15326099,0.30358893,0.20130235,0.6654793,0.25533888,0.13344924,0.1927323
Slide.mp3,0.32557917,0.178714,0.3547938,0.2514598,0.16885723,0.19274764,0.22067907,0.50604856,0.4548067,0.23607607,0.24421595,0.2037938
Slow Dancing.mp3,0.36709628,0.20056644,0.21094206,0.3336753,0.21335205,0.28401664,0.25677758,0.5528458,0.37255472,0.23475546,0.5314687,0.30708665
Slow Hands.mp3,0.42653096,0.17181604,0.29695025,0.12427745,0.3172185,0.15721966,0.10833987,0.39678448,0.14332038,0.26045132,0.067088015,0.13502423
Slumber Party (feat. Princess Nokia).mp3,0.29557797,0.4941035,0.39500174,0.26658157,0.26092854,0.3097954,0.54250187,0.5479906,0.46447223,0.39897746,0.28524354,0.25168163
SLUT ME OUT.mp3,0.20063128,0.2116199,0.23073377,0.21547064,0.25745055,0.26645824,0.3620988,0.42534894,0.60355103,0.5547154,0.31294715,0.27130672
Smack That.mp3,0.47111866,0.35449857,0.29439107,0.31517327,0.41765663,0.5590602,0.43450946,0.42229006,0.40759453,0.34663075,0.3952401,0.32989067
Smells Like Teen Spirit.mp3,0.6116809,0.5760256,0.50611687,0.47595385,0.40859443,0.52152777,0.48530692,0.52779394,0.6044672,0.5022342,0.44854036,0.4582459
SMOKE IT OFF!.mp3,0.6267374,0.54017425,0.37562236,0.4936153,0.38267106,0.31986728,0.25410703,0.5681064,0.4212645,0.3478497,0.4306191,0.3282992
SNAP.mp3,0.5494414,0.267717,0.3031358,0.3065431,0.5388026,0.3662439,0.29810902,0.36004475,0.25942072,0.29708803,0.17207687,0.28286123
sneaky.mp3,0.29074135,0.2791882,0.40360442,0.5228827,0.7435896,0.7130571,0.54901695,0.37514812,0.2830168,0.21945533,0.26759475,0.57577527
Snooze.mp3,0.4101242,0.31518856,0.48899898,0.3852985,0.49931738,0.46947008,0.33651593,0.3737626,0.2935876,0.34740752,0.26413298,0.31128937
Snow On The Beach (feat. More Lana Del Rey).mp3,0.18654197,0.45455357,0.3420479,0.16097334,0.43767002,0.19079988,0.23688947,0.11851675,0.16859464,0.34459427,0.17908077,0.28939348
Snowman.mp3,0.19153701,0.34790644,0.25400758,0.44131577,0.2753283,0.41639307,0.28094888,0.19220264,0.23761225,0.17660707,0.2812168,0.1304099
So Am I.mp3,0.2291658,0.3528525,0.2305668,0.26051107,0.19948393,0.31670833,0.3061245,0.28645933,0.44251895,0.2602085,0.39812168,0.31356198
SO DONE.mp3,0.2331332,0.38742924,0.19643211,0.18074171,0.33507425,0.24104664,0.36721808,0.24342507,0.3527572,0.4812717,0.2621849,0.3254449
So Far Away.mp3,0.2645173,0.39307562,0.26480496,0.47926548,0.3696135,0.22257167,0.3968693,0.27104384,0.42593277,0.23281723,0.27883074,0.4472635
So Far.mp3,0.22821005,0.17113467,0.29659373,0.20924696,0.1194948,0.20342276,0.17246757,0.32749456,0.20964696,0.36358142,0.52732086,0.23438783
So High School.mp3,0.22991936,0.21292417,0.45782948,0.18429148,0.13571537,0.16874975,0.30923438,0.5350628,0.22379202,0.34898588,0.1934675,0.30894896
Soap.mp3,0.17128435,0.24703664,0.21307676,0.14954373,0.1686428,0.17522684,0.33507323,0.27040032,0.30314523,0.5773896,0.24224891,0.19924124
Socadona.mp3,0.37657225,0.3847722,0.56655586,0.3647249,0.3673769,0.2805332,0.3813523,0.42210668,0.29472768,0.40918446,0.34428248,0.40835005
Sofia.mp3,0.39301175,0.19296443,0.23663436,0.21743096,0.47158265,0.46497867,0.3578056,0.4592693,0.2364381,0.3706754,0.19791827,0.35174155
Softcore.mp3,0.47920987,0.36984465,0.36982608,0.29907748,0.5382647,0.45100242,0.37477815,0.38533112,0.4250415,0.71255106,0.34167877,0.34004387
SOLO (Live).mp3,0.3471834,0.47036248,0.27557766,0.36689448,0.32605872,0.38221404,0.36412045,0.32117012,0.31947973,0.3194209,0.45383346,0.30169582
Solo Conmigo.mp3,0.33101252,0.27985033,0.38249725,0.2525773,0.35931846,0.25454903,0.43120402,0.46031472,0.2751216,0.38912633,0.28379047,0.4254841
Solo Me Dejaste.mp3,0.23000053,0.24984197,0.5412055,0.394881,0.24604833,0.22062664,0.21894138,0.37666747,0.20199093,0.32561368,0.2330634,0.15795702
Solo.mp3,0.28165013,0.18278497,0.27830982,0.2753821,0.51995134,0.35122612,0.30893382,0.40834296,0.21075265,0.2674177,0.16303185,0.31268135
Soltera (Remix).mp3,0.21394119,0.15496975,0.35900554,0.16218562,0.33093962,0.31739902,0.17553145,0.365264,0.209234,0.416651,0.21637705,0.14015758
Somebody (2024).mp3,0.4125996,0.36900374,0.54680693,0.25975436,0.23969391,0.24786937,0.25987932,0.29707375,0.29566708,0.3615112,0.2480623,0.26300585
Someone Like You.mp3,0.13842292,0.4923339,0.25688693,0.13746214,0.38677642,0.1441691,0.20489685,0.11025752,0.29076955,0.27946845,0.14738542,0.15370749
Someone You Loved.mp3,0.21118726,0.30922398,0.13357748,0.19966607,0.15134005,0.41050404,0.14530526,0.14068119,0.31448644,0.14336176,0.24739994,0.09638151
Something About You.mp3,0.38058028,0.2812316,0.4213196,0.30949494,0.4805411,0.31612098,0.2088299,0.32693723,0.38733298,0.59540987,0.33857682,0.32591638
Somewhere Only We Know.mp3,0.13182223,0.11213077,0.41513708,0.37463492,0.15785408,0.52247864,0.12249114,0.17494719,0.059948087,0.121458426,0.169756,0.053584237
Son Of A Sinner.mp3,0.15620783,0.30213115,0.41955283,0.2365905,0.3124448,0.24520831,0.4010706,0.2864048,0.33009672,0.691588,0.26542896,0.16963609
Sooseki.mp3,0.32750246,0.28071836,0.27094927,0.23253119,0.27942133,0.4955363,0.34089103,0.3223449,0.22310853,0.26788926,0.1939025,0.22186686
Sorriso no Rosto.mp3,0.39091316,0.25145155,0.4838026,0.3558318,0.21261612,0.21563038,0.22657077,0.37166578,0.18553258,0.28909922,0.32635367,0.21806633
Sorry Not Sorry.mp3,0.25216585,0.3348075,0.40662315,0.27079916,0.39417166,0.26565212,0.4296507,0.23685803,0.20741208,0.34090942,0.29904988,0.38789344
soso.mp3,0.11034397,0.16027102,0.20563567,0.59549993,0.26310822,0.29643187,0.2934653,0.20119339,0.22145824,0.17445035,0.3296471,0.17352526
Soundgasm.mp3,0.2079159,0.25362238,0.23341289,0.24431135,0.24178927,0.23067078,0.40708432,0.33199,0.57479984,0.36361098,0.22457018,0.25892308
"Soweto (with Don Toliver, Rema & Tempoe).mp3",0.48702666,0.24894984,0.21532004,0.2719687,0.27789837,0.45099497,0.3496591,0.533771,0.47296214,0.23967767,0.26173607,0.19033282
Space Cadet (feat. Gunna).mp3,0.46306282,0.289696,0.13779701,0.17237386,0.35833052,0.56788814,0.24408956,0.3022939,0.24534631,0.24300997,0.34269357,0.23160489
Space Song.mp3,0.27254593,0.13842244,0.365242,0.5352744,0.18030728,0.25999346,0.17239602,0.5758512,0.32679546,0.16844489,0.44782126,0.1909654
Speed Drive.mp3,0.51162297,0.4580142,0.57945514,0.3765797,0.37327054,0.4639845,0.3729998,0.4044339,0.4036425,0.53716004,0.3925526,0.37241498
Spinnin.mp3,0.33637244,0.20729719,0.18749699,0.24598701,0.4418007,0.33859184,0.3319261,0.30534124,0.15861234,0.22360516,0.22692226,0.57906187
SPIT IN MY FACE!.mp3,0.14362131,0.2575034,0.68213516,0.6385245,0.37534213,0.24743366,0.2628481,0.41165856,0.2647347,0.2284557,0.19602269,0.12820056
Spokojnie.mp3,0.46313152,0.33621824,0.116942815,0.12497941,0.15722129,0.32587656,0.21511607,0.2682695,0.2409756,0.11602026,0.119972385,0.15508898
SPOT!.mp3,0.47078574,0.3042362,0.38924798,0.4290305,0.2793975,0.30389792,0.29305315,0.41066518,0.26975176,0.28605565,0.3315891,0.3598815
Spotless (feat. The Lumineers).mp3,0.4984029,0.31745112,0.28715622,0.22819859,0.36251223,0.300959,0.19838957,0.3345973,0.24147357,0.2888101,0.22770034,0.2824961
Spring Snow.mp3,0.123824604,0.1560229,0.16881344,0.17435837,0.5048754,0.14788651,0.17151685,0.1449929,0.31367362,0.5242355,0.18323505,0.23662333
Sprinter.mp3,0.3189571,0.3468287,0.29197052,0.36127022,0.36652917,0.46067286,0.3899054,0.31614992,0.2871037,0.28896993,0.44953078,0.3652599
Srivalli.mp3,0.1552133,0.056112804,0.07191961,0.15777797,0.2648926,0.13439335,0.2153844,0.21596414,0.32361943,0.21937811,0.2605375,0.55597013
Stand By Me (feat. Morgan Wallen).mp3,0.26409626,0.26178282,0.2276416,0.5100725,0.35633138,0.2569735,0.49195975,0.24052744,0.3490391,0.22811998,0.39676192,0.51250637
Stand By Me.mp3,0.15702865,0.20039238,0.25674307,0.31072527,0.32849434,0.2272388,0.2867819,0.37904328,0.46215805,0.5123248,0.3306662,0.24050024
Starboy.mp3,0.3143547,0.28904846,0.36205497,0.20306925,0.1888282,0.15197329,0.19115508,0.46485233,0.677611,0.67672443,0.476506,0.3494888
Stargazing.mp3,0.17266643,0.21835792,0.14312416,0.2654083,0.37171453,0.16852155,0.21301375,0.20932385,0.43660465,0.24865146,0.1899997,0.32912907
STARS.mp3,0.3776248,0.49505794,0.7043758,0.42149892,0.32755524,0.36328128,0.40424502,0.36574635,0.4124942,0.53438693,0.41945836,0.38013813
Starships.mp3,0.38996518,0.45990193,0.5600584,0.4069218,0.39931837,0.3237217,0.41695786,0.32125735,0.3232029,0.45138648,0.3567874,0.4822721
Starting Over.mp3,0.17852108,0.20391676,0.4978964,0.33824652,0.2599203,0.59822685,0.2140046,0.21981941,0.14410375,0.2948197,0.706595,0.20531979
Static.mp3,0.091076255,0.16839726,0.23794143,0.32551837,0.30143595,0.30526608,0.4904278,0.48840123,0.5240478,0.41618517,0.23980437,0.12568699
STAY (with Justin Bieber).mp3,0.47093615,0.5013534,0.19324353,0.19178747,0.12040882,0.15715013,0.13729987,0.250314,0.40834984,0.18212865,0.19226852,0.19097848
Stay With Me.mp3,0.59833044,0.28314507,0.3007828,0.29069266,0.32829317,0.27867705,0.32024607,0.51840925,0.2801615,0.30789214,0.29675514,0.42012647
Stay.mp3,0.32612935,0.15137066,0.1390799,0.15579744,0.653933,0.19555257,0.13697584,0.45529306,0.19278516,0.47517788,0.16547498,0.12894978
